Bosně	N
a	J
Hercegovině	N
stále	D
pokračují	V
prudké	A
boje	N
ZRANĚNI	V
DVA	C
FRANCOUZŠTÍ	A
VOJÁCI	N

Sarajevo	N
-	Z

V	R
hlavním	A
městě	N
Bosny	N
a	J
Hercegoviny	N
byli	V
ve	R
středu	N
zraněni	V
dva	C
další	A
francouzští	A
příslušníci	N
ochranných	A
sil	N
OSN	N
(	Z
UNPROFOR	N
)	Z
.	Z

Na	R
více	D
místech	N
Bosny	N
a	J
Hercegoviny	N
včera	D
pokračovaly	V
boje	N
.	Z

Nejprudší	A
srážky	N
se	P
podle	R
dostupných	A
zpráv	N
nyní	D
odehrávají	V
v	R
centrální	A
části	N
republiky	N
kolem	R
Maglaje	N
a	J
v	R
oblasti	N
Bihače	N
v	R
západní	A
Bosně	N
.	Z

Srbské	A
zdroje	N
nehlásí	V
ze	R
Sarajeva	N
rozsáhlejší	A
ozbrojené	A
střety	N
.	Z

Bosenský	A
a	J
chorvatský	A
rozhlas	N
však	J
mezitím	D
informovaly	V
o	R
pokračujícím	A
ostřelování	N
metropole	N
srbskými	A
děly	N
.	Z

Referendum	N
jako	J
léčka	N

Petr	N
Dudek	N

Bosenští	A
Srbové	N
učinili	V
,	Z
co	P
předem	D
slibovali	V
.	Z

V	R
referendu	N
odmítli	V
navrhovanou	A
mapu	N
rozdělující	A
území	N
Bosny	N
a	J
Hercegoviny	N
.	Z

Před	R
kontaktní	A
skupinou	N
,	Z
spojující	A
čtveřici	N
západních	A
velmocí	N
a	J
Rusko	N
,	Z
tím	P
pádem	N
stojí	V
dvě	C
možnosti	N
.	Z

Jednak	J
může	V
mezinárodní	A
společenství	N
vyjít	V
vstříc	R
požadavkům	N
Radovana	N
Karadžiče	N
a	J
jeho	P
nacionalistické	A
kliky	N
a	J
začít	V
navrhovanou	A
mapu	N
překreslovat	V
tak	D
,	Z
aby	J
více	D
vyhovovala	V
poměrům	N
nastoleným	A
vojenskou	A
silou	N
.	Z

Jinými	A
slovy	N
,	Z
odměnit	V
bosenské	A
Srby	N
,	Z
kteří	P
nyní	D
ovládají	V
sedmdesát	C
procent	N
území	N
,	Z
za	R
jejich	P
agresi	N
.	Z

Rusko	N
zve	V
zahraniční	A
investory	N

Premiérův	A
návrh	N
láme	V
legislativu	N
i	J
tradiční	A
myšlení	N
Rusů	N

Určitá	A
stabilizace	N
hospodářského	A
života	N
v	R
Rusku	N
v	R
poslední	A
době	N
,	Z
v	R
porovnání	N
s	R
velice	D
neutěšenou	A
situací	N
před	R
několika	C
málo	C
lety	N
,	Z
zvětšuje	V
přitažlivost	N
této	P
postkomunistické	A
velmoci	N
pro	R
zahraniční	A
investory	N
.	Z

Mezinárodní	A
měnový	A
fond	N
kladně	D
hodnotí	V
pokles	N
inflace	N
,	Z
zreálnění	N
úrokových	A
sazeb	N
,	Z
postupující	A
privatizaci	N
a	J
restriktivní	A
politiku	N
Černomyrdinovy	A
vlády	N
,	Z
a	J
proto	J
letos	D
v	R
dubnu	N
uvolnil	V
Rusku	N
druhou	A
polovinu	N
slíbené	A
půjčky	N
ve	R
výši	N
tří	C
miliard	N
dolarů	N
.	Z

Tím	P
se	P
otevřel	V
kanál	N
i	J
pro	R
další	A
zahraniční	A
pomoci	N
ruské	A
ekonomice	N
.	Z

Nová	A
zdravotní	A
pojišťovna	N
upřednostňuje	V
prevenci	N

Praha	N
(	Z
pech	N
)	Z
-	Z

Prevence	N
,	Z
léčba	N
urgentních	A
stavů	N
a	J
rekondiční	A
i	J
rehabilitační	A
péče	N
jsou	V
základem	N
medicínského	A
programu	N
České	A
národní	A
zdravotní	A
pojišťovny	N
(	Z
ČNZP	N
)	Z
,	Z
která	P
v	R
září	N
oficiálně	D
zahájila	V
svou	P
činnost	N
.	Z

Její	P
ředitel	N
Jiří	N
Bek	N
řekl	V
,	Z
že	J
pojišťovna	N
nabízí	V
svým	P
klientům	N
princip	N
individuálního	A
účtu	N
.	Z

Vždy	D
v	R
lednu	N
jim	P
zašle	V
celkové	A
vyúčtování	N
.	Z

Podle	R
Pavla	N
Zacha	N
z	R
ČNZP	N
mají	V
prevenci	N
ve	R
svém	P
programu	N
všechny	P
pojišťovny	N
,	Z
ale	J
málokdo	P
v	R
posledních	A
letech	N
absolvoval	V
skutečně	D
důkladné	A
preventivní	A
vyšetření	N
.	Z

Přitom	D
například	D
většinu	N
zhoubných	A
nádorů	N
lze	V
při	R
včasném	A
podchycení	N
léčit	V
.	Z

Talichovci	N
v	R
Míčovně	N

Recenze	N

HUDBA	N
:	Z
Jméno	N
Talich	N
má	V
v	R
české	A
hudební	A
kultuře	N
výsadní	A
postavení	N
.	Z

Václav	N
Talich	N
má	V
v	R
naší	P
historii	N
podobnou	A
pozici	N
jako	J
Arturo	N
Toscanini	N
v	R
Itálii	N
,	Z
jeho	P
synovec	N
,	Z
violista	N
Jan	N
Talich	N
,	Z
založil	V
slavné	A
Talichovo	A
kvarteto	N
a	J
prasynovec	N
,	Z
houslista	N
Jan	N
Talich	N
,	Z
je	V
zakladatelem	N
ambiciózního	A
mladého	A
souboru	N
-	Z
Talichova	A
komorního	A
orchestru	N
.	Z

Dramaturgie	N
festivalu	N
Pocta	N
katedrále	N
pozvala	V
do	R
nádherného	A
prostředí	N
renesanční	A
Míčovny	N
na	R
Pražském	A
hradě	N
Talichovce	N
s	R
repertoárem	N
krásným	A
a	J
efektním	A
.	Z

Úvod	N
patřil	V
Orchestrálnímu	A
kvartetu	N
G	N
dur	N
prominentního	A
skladatele	N
mannheimské	A
školy	N
Karla	N
Stamice	N
.	Z

Slunce	N
vyjde	V
na	R
Západě	N
?	Z

Profit	N
přemýšlí	V
o	R
důsledcích	N
změn	N
v	R
evropské	A
ekonomice	N

Zdá	V
se	P
,	Z
že	J
hlasy	N
,	Z
nepřeceňující	A
vliv	N
stavu	N
západoevropských	A
ekonomik	N
na	R
ekonomiku	N
českou	A
,	Z
mají	V
racionální	A
jádro	N
-	Z
členy	N
Evropské	A
unie	N
nejsme	V
a	J
patrně	D
ani	J
dlouho	D
ještě	D
nebudeme	V
.	Z

A	J
míra	N
exportního	A
výkonu	N
,	Z
vztahující	A
objem	N
vývozu	N
na	R
jednoho	C
obyvatele	N
,	Z
je	V
žalostná	A
:	Z

Česká	A
ekonomika	N
vloni	D
vyvezla	V
zboží	N
za	R
zhruba	D
tisíc	N
dolarů	N
,	Z
když	J
srovnatelné	A
Portugalsko	N
dvakrát	C
,	Z
Itálie	N
třikrát	C
,	Z
Finsko	N
pětkrát	C
,	Z
Rakousko	N
šestkrát	C
a	J
země	N
Beneluxu	N
dokonce	D
asi	T
dvanáctkrát	C
více	D
.	Z

Jaroslav	N
Šulc	N

Rakušané	N
nezklamali	V

Recenze	N

HUDBA	N
:	Z
Několik	C
ministrů	N
,	Z
řada	N
velvyslanců	N
a	J
kulturních	A
radů	N
,	Z
vzorek	N
prelátů	N
a	J
šlechty	N
a	J
v	R
neposlední	A
řadě	N
i	J
paní	N
Havlová	N
byli	V
ozdobou	N
slavnostního	A
zakončení	N
festivalu	N
Pocta	N
katedrále	N
.	Z

Úspěšnou	A
tečku	N
skvěle	D
připraveného	A
festivalu	N
udělal	V
svým	P
vystoupením	N
Niederösterreichisches	A
Tonkünstlerorchester	N
,	Z
jenž	P
působí	V
ve	R
Vídni	N
a	J
v	R
Dolním	A
Rakousku	N
,	Z
a	J
dirigent	N
Alfred	N
Eschwé	N
.	Z

Úvodní	A
číslo	N
koncertu	N
,	Z
předehru	N
k	R
opeře	N
Don	N
Giovanni	N
W	N
.	Z
A	N
.	Z
Mozarta	N
,	Z
zahráli	V
Rakušané	N
velmi	D
dobře	D
,	Z
hra	N
měla	V
patřičný	A
švih	N
,	Z
barevnost	N
a	J
plasticitu	N
.	Z

Kolínská	A
mlékárna	N
nadále	D
ztrátová	A

Místo	R
sušárny	N
mléka	N
plánuje	V
podnik	N
zavedení	N
efektivnější	A
výroby	N
sýrů	N

Kolín	N
-	Z

Až	D
130	C
tisíc	C
litrů	N
mléka	N
vykoupí	V
denně	D
od	R
zemědělců	N
akciová	A
společnost	N
Kolínská	A
mlékárna	N
.	Z

Podle	R
včerejší	A
informace	N
výrobního	A
náměstka	N
Josefa	N
Knotka	N
jsou	V
určeny	V
pro	R
domácí	A
trh	N
výrobky	N
z	R
50	C
tisíc	C
litrů	N
mléka	N
.	Z

Ze	R
zbytku	N
suroviny	N
mlékárna	N
vyrábí	V
sušené	A
mléko	N
,	Z
které	P
vyváží	V
do	R
Asie	N
a	J
Jižní	A
Ameriky	N
.	Z

V	R
loňském	A
roce	N
dosáhla	V
firma	N
celkového	A
obratu	N
630	C
milionů	N
korun	N
,	Z
hospodařila	V
však	J
se	R
ztrátou	N
.	Z

Způsobil	V
ji	P
pokles	N
cen	N
sušeného	A
mléka	N
na	R
světových	A
trzích	N
.	Z

TOP	N
vytřídil	V
nejvýkonnější	A
české	A
firmy	N

Praha	N
-	Z

Žebříček	N
nejvýkonnějších	A
českých	A
firem	N
,	Z
který	P
by	V
měl	V
být	V
jedním	C
ze	R
základních	A
zdrojů	N
informací	N
při	R
rozhodování	N
o	R
investování	N
či	J
směrech	N
depozitní	A
politiky	N
významných	A
peněžních	A
ústavů	N
,	Z
připravuje	V
Sdružení	N
Czech	A
Top	A
100	C
.	Z

Vyplývá	V
to	P
z	R
rozhovoru	N
iniciátora	N
projektu	N
,	Z
generálního	A
ředitele	N
pražské	A
pobočky	N
ING	A
Bank	N
Jana	N
Struže	N
,	Z
pro	R
8	C
.	Z
číslo	N
Českomoravského	A
Profitu	N
.	Z

Při	R
sběru	N
a	J
zpracování	N
dat	N
sdružení	N
vychází	V
z	R
auditovaných	A
,	Z
oficiálně	D
publikovaných	A
čísel	N
v	R
databázích	N
Střediska	N
cenných	A
papírů	N
,	Z
pražské	A
burzy	N
,	Z
Podniku	N
výpočetní	A
techniky	N
,	Z
z	R
Obchodního	A
věstníku	N
i	J
rozhovorů	N
přímo	D
v	R
podnicích	N
.	Z

Těžké	A
zlehčování	N

Bezkonkurenčně	D
nejlevnější	A
ceny	N
najdete	V
u	R
nás	P
,	Z
Když	J
kvalita	N
-	Z
tak	D
jedině	D
od	R
nás	P
,	Z
Máme	V
největší	A
tradici	N
,	Z
Dobře	D
a	J
laciněji	D
nakoupíte	V
u	R
nás	P
.	Z

Takové	P
a	J
podobné	A
slogany	N
,	Z
upoutávky	N
,	Z
texty	N
inzerátů	N
můžete	V
číst	V
zatím	D
denně	D
.	Z

Protože	J
máme	V
vypěstovaný	A
určitý	A
obranný	A
reflex	N
proti	R
superlativům	N
a	J
sebechvále	N
,	Z
tak	D
jsme	V
proti	R
takovému	P
obsahu	N
částečně	D
imunní	A
.	Z

To	P
ovšem	J
nemohou	V
být	V
další	A
podnikatelé	N
v	R
oboru	N
,	Z
neboť	J
v	R
takových	P
případech	N
dochází	V
k	R
porušování	N
obchodního	A
zákoníku	N
.	Z

Příměří	N
vstoupilo	V
v	R
platnost	N

Irská	A
republikánská	A
armáda	N
vyhlášený	A
klid	N
zbraní	N
zatím	D
dodržuje	V

Belfast	N
/	Z
Londýn	N
-	Z

Příměří	N
,	Z
které	P
vyhlásila	V
Irská	A
republikánská	A
armáda	N
(	Z
IRA	N
)	Z
,	Z
vstoupilo	V
v	R
Severním	A
Irsku	N
v	R
platnost	N
včera	D
v	R
0.00	C
místního	A
času	N
.	Z

Stalo	V
se	P
tak	D
13	C
hodin	N
poté	D
,	Z
co	J
IRA	N
tento	P
svůj	P
krok	N
oznámila	V
.	Z

Podle	R
informací	N
policie	N
se	P
v	R
Belfastu	N
noc	N
na	R
včerejšek	N
obešla	V
bez	R
větších	A
incidentů	N
,	Z
kromě	R
výstřelů	N
,	Z
které	P
bylo	V
slyšet	V
ve	R
východní	A
části	N
města	N
.	Z

V	R
ulicích	N
stále	D
hlídkují	V
britští	A
vojáci	N
v	R
obrněných	A
vozidlech	N
.	Z

Rasisté	N
útočí	V
ve	R
skupinách	N

Praha	N
,	Z
Plzeň	N
(	Z
toh	N
,	Z
vet	N
)	Z
-	Z

Pod	R
vlivem	N
rasové	A
nesnášenlivosti	N
páchají	V
v	R
ČR	N
trestnou	A
činnost	N
hlavně	D
organizované	A
skupiny	N
.	Z

Nejčastěji	D
takto	D
útočí	V
deseti	C
až	J
třicetičlenné	A
party	N
pachatelů	N
.	Z

LN	N
to	P
řekla	V
poradkyně	N
náměstka	N
ministra	N
vnitra	N
pro	R
oblast	N
bezpečnosti	N
Jitka	N
Gjuričová	N
,	Z
autorka	N
zprávy	N
"	Z
Interetnické	A
konflikty	N
"	Z
.	Z

Právě	D
tento	P
čtvrtek	N
napadla	V
čtyřčlenná	A
skupina	N
mladíků	N
s	R
obušky	N
a	J
sečnou	A
zbraní	N
podobnou	A
mačetě	N
na	R
Centrálním	A
autobusovém	A
nádraží	N
v	R
Plzni	N
dva	C
Romy	N
.	Z

Při	R
útoku	N
utržil	V
dvaadvacetiletý	A
Rom	N
sečnou	A
ránu	N
do	R
krku	N
.	Z

Přihlížející	A
přivolali	V
lékaře	N
a	J
ihned	D
poté	D
policii	N
.	Z

Odchod	N
ze	R
SRN	N
-	Z
konec	N
i	J
počátek	N

Helmut	N
Kohl	N
:	Z
Budoucnost	N
Evropy	N
jen	T
v	R
součinnosti	N
s	R
Ruskem	N

Berlín	N
-	Z

Včerejší	A
den	N
je	V
posledním	A
dnem	N
minulosti	N
a	J
naším	P
úsilím	N
se	P
může	V
stát	V
prvním	C
dnem	N
společné	A
budoucnosti	N
.	Z

Současně	D
je	V
to	P
den	N
definitivního	A
usmíření	N
,	Z
řekl	V
včera	D
v	R
Berlíně	N
při	R
slavnostním	A
ukončení	N
odchodu	N
ruských	A
vojsk	N
z	R
Německa	N
ruský	A
prezident	N
Boris	N
Jelcin	N
.	Z

Vyzdvihl	V
podíl	N
sovětských	A
vojsk	N
na	R
porážce	N
třetí	C
říše	N
a	J
pak	D
dodal	V
:	Z
Už	D
nikdy	D
nesmíme	V
připustit	V
nové	A
rozdělení	N
Evropy	N
.	Z

Ruští	A
vojáci	N
se	P
vracejí	V
domů	D
přesvědčeni	V
,	Z
že	J
Rusku	N
už	D
nikdy	D
nebude	V
z	R
německé	A
půdy	N
hrozit	V
nebezpečí	N
.	Z

Policie	N
zadržela	V
Kolumbijce	N
,	Z
který	P
pašoval	V
dva	C
kilogramy	N
kokainu	N

Praha	N
-	Z

Dva	C
kilogramy	N
kokainu	N
zadrželi	V
celníci	N
v	R
pátek	N
na	R
ruzyňském	A
letišti	N
v	R
Praze	N
.	Z

Informoval	V
o	R
tom	P
vedoucí	N
protidrogového	A
oddělení	N
Generálního	A
ředitelství	N
cel	N
Bohumír	N
Marek	N
.	Z

Droga	N
,	Z
která	P
má	V
na	R
černém	A
trhu	N
hodnotu	N
asi	T
4.5	C
miliónu	N
korun	N
,	Z
byla	V
nalezena	V
v	R
zavazadle	N
kolumbijského	A
občana	N
.	Z

Ten	P
na	R
pražské	A
letiště	N
přicestoval	V
letadlem	N
pravidelné	A
linky	N
Bogota	N
-	Z
Frankfurt	N
-	Z
Praha	N
.	Z

Drogu	N
měl	V
podle	R
Marka	N
ukrytou	A
ve	R
dvojitých	A
stěnách	N
skořepinového	A
kufru	N
.	Z

Na	R
odhalení	N
s	R
celníky	N
spolupracovali	V
pracovníci	N
protidrogové	A
brigády	N
Policie	N
ČR	N
.	Z

Co	P
dál	D
s	R
Českým	A
pohárem	N
?	Z

Český	A
pohár	N
ve	R
volejbalu	N
letos	D
probíhal	V
jako	J
okrajová	A
záležitost	N
,	Z
které	P
se	P
nezúčastnila	V
ani	J
celá	A
naše	P
špička	N
.	Z

V	R
několika	C
případech	N
se	P
kvůli	R
nedostatku	N
termínů	N
do	R
poháru	N
započítaly	V
výsledky	N
ligových	A
zápasů	N
a	J
teprve	D
sobotní	A
finále	N
v	R
Ústí	N
nad	R
Labem	N
(	Z
o	R
jeho	P
průběhu	N
píšeme	V
na	R
jiném	A
místě	N
)	Z
mělo	V
důstojnou	A
úroveň	N
.	Z

Co	P
dál	D
s	R
Českým	A
pohárem	N
?	Z

o	R
to	P
jsme	V
se	P
zajímali	V
v	R
sobotu	N
v	R
Ústí	N
.	Z

Za	R
záchranou	N
bez	R
prémií	N

Drnovice	N
mají	V
stadión	N
srovnatelný	A
jen	T
s	R
Letnou	N

Drnovice	N
-	Z

Jedině	D
záchrana	N
-	Z
takové	P
heslo	N
platí	V
pro	R
celou	A
jarní	A
část	N
ligy	N
v	R
Drnovicích	N
.	Z

Žádné	P
zvláštní	A
prémie	N
přitom	D
klub	N
nevypsal	V
.	Z

"	Z
Když	J
udělám	V
chybu	N
,	Z
napravím	V
ji	P
a	J
jedu	V
dál	D
,	Z
nemyslíte	V
?	Z
"	Z
konstatoval	V
řečnicky	D
předseda	N
správní	A
rady	N
FC	N
Petra	N
Drnovice	N
a	J
generální	A
ředitel	N
Chemapolu	N
Václav	N
Junek	N
.	Z

Velké	A
předsezónní	A
ambice	N
oddílu	N
vyústily	V
zatím	D
jen	T
v	R
předposlední	A
místo	N
po	R
podzimní	A
části	N
ligy	N
.	Z

Žádné	P
velké	A
zemětřesení	N
to	P
ovšem	J
v	R
klubu	N
nepřineslo	V
.	Z

Major	N
je	V
proti	R
pevnému	A
jádru	N

Leiden	N
-	Z

Proti	R
ideji	N
dvourychlostní	A
Evropské	A
unie	N
se	P
včera	D
vyslovil	V
britský	A
premiér	N
John	N
Major	N
.	Z

Reagoval	V
tak	D
na	R
výroky	N
německých	A
a	J
francouzských	A
politiků	N
o	R
potřebě	N
vzniku	N
pevného	A
jádra	N
EU	N
na	R
ose	N
Paříž	N
-	Z
Bonn	N
.	Z

Podle	R
Majora	N
je	V
v	R
pořádku	N
,	Z
když	J
se	P
některé	P
státy	N
nebo	J
skupiny	N
států	N
dohodnou	V
v	R
určitých	A
oblastech	N
na	R
rychlejší	A
integraci	N
než	J
jiné	A
.	Z

Všechny	P
však	J
musejí	V
mít	V
právo	N
si	P
vybrat	V
.	Z

Rozhodnout	V
se	P
o	R
neúčasti	N
je	V
jedna	C
věc	N
.	Z

Něco	P
jiného	A
však	J
je	V
být	V
možnosti	N
se	P
účastnit	V
zbaven	V
.	Z

Ames	N
našeho	P
agenta	N
KGB	N
asi	T
nevydal	V

Praha	N
-	Z

Ministr	N
vnitra	N
Jan	N
Ruml	N
nechce	V
vzhledem	R
k	R
probíhajícímu	A
šetření	N
komentovat	V
tvrzení	N
,	Z
že	J
bývalý	A
funkcionář	N
CIA	N
A	N
.	Z
Ames	N
,	Z
který	P
se	P
přiznal	V
k	R
dlouholeté	A
spolupráci	N
s	R
KGB	N
,	Z
vydal	V
Sovětům	N
jednoho	C
československého	A
agenta	N
CIA	N
.	Z

Ames	N
se	P
nyní	D
nachází	V
ve	R
vězení	N
.	Z

Vydání	N
našeho	P
agenta	N
prý	T
naznačuje	V
dopis	N
KGB	N
pro	R
Amese	N
,	Z
který	P
zabavila	V
americká	A
FBI	N
.	Z

Podle	R
ministerstva	N
vnitra	N
Ames	N
nepřišel	V
s	R
československými	A
polistopadovými	A
tajnými	A
službami	N
vůbec	D
do	R
styku	N
.	Z

Dny	N
americké	A
kultury	N
otevře	V
etnologie	N

Slavnostním	A
zahájením	N
expozice	N
Kouzlo	N
dřeva	N
dnes	D
v	R
libereckém	A
Severočeském	A
muzeu	N
začínají	V
Dny	N
americké	A
kultury	N
.	Z

Zúčastní	V
se	P
ho	P
i	J
ředitel	N
Schenka	N
z	R
Muzea	N
umění	N
Jihu	N
z	R
Mobile	N
v	R
Alabamě	N
,	Z
které	P
putovní	A
výstavu	N
připravilo	V
.	Z

Jedná	V
se	P
o	R
dřevěné	A
nádoby	N
,	Z
figurky	N
,	Z
vázy	N
a	J
mísy	N
,	Z
při	R
jejichž	P
tvorbě	N
se	P
nechali	V
američtí	A
tvůrci	N
inspirovat	V
hlavně	D
tradičními	A
indiánskými	A
technikami	N
.	Z

Obdivuhodná	A
je	V
už	D
sama	P
struktura	N
dřeva	N
.	Z

Umělci	N
pracovali	V
s	R
ebenem	N
,	Z
sekvojí	N
a	J
jinými	A
tropickými	A
dřevinami	N
,	Z
řekl	V
LN	N
ředitel	N
Severočeského	A
muzea	N
v	R
Liberci	N
Alois	N
Čvančara	N
.	Z

Evropa	N
nabízí	V
určité	A
jistoty	N
,	Z
jejich	P
věrohodnost	N
je	V
ale	J
malá	A

komentáře	N

Evropa	N
nabízí	V
určité	A
jistoty	N
,	Z
jejich	P
věrohodnost	N
je	V
ale	J
malá	A

STOJÍME	V
NA	R
HISTORICKÉM	A
ROZHRANÍ	N

Pohled	N
na	R
výsledky	N
nedělního	A
francouzského	A
referenda	N
nechtěně	D
vyvolává	V
vzpomínky	N
na	R
léta	N
studené	A
války	N
.	Z

Stála	V
miliardy	N
dolarů	N
,	Z
nebyla	V
založena	V
na	R
žádném	P
racionálním	A
základě	N
,	Z
ale	J
vzešlo	V
z	R
ní	P
něco	P
,	Z
co	P
dnes	D
postrádáme	V
.	Z

Sice	D
rozdělená	A
,	Z
ale	J
klidná	A
Evropa	N
.	Z

Krach	N
komunistického	A
systému	N
,	Z
následný	A
demokratizační	A
proces	N
ve	R
východoevropských	A
zemích	N
i	J
složitě	D
pokračující	A
integrace	N
západní	A
části	N
kontinentu	N
nám	P
představují	V
Evropu	N
novou	A
.	Z

Přepravci	N
nebezpečných	A
látek	N
od	R
srpna	N
pod	R
zostřeným	A
dohledem	N

Praha	N
(	Z
mrk	N
)	Z
-	Z

Zvýšit	V
bezpečnost	N
přepravy	N
nebezpečných	A
látek	N
je	V
cílem	N
prováděcí	A
vyhlášky	N
ministerstva	N
dopravy	N
,	Z
která	P
nabyla	V
platnosti	N
1	C
.	Z
srpna	N
tohoto	P
roku	N
současně	D
s	R
novým	A
zákonem	N
o	R
silniční	A
přepravě	N
.	Z

Jak	D
LN	N
informoval	V
Jaroslav	N
Opletal	N
ze	R
silničního	A
odboru	N
ministerstva	N
dopravy	N
,	Z
touto	P
vyhláškou	N
se	P
v	R
ČR	N
zavádí	V
platnost	N
ustanovení	N
Evropské	A
dohody	N
o	R
mezinárodní	A
silniční	A
přepravě	N
nebezpečných	A
věcí	N
(	Z
ADR	N
)	Z
i	J
do	R
vnitrostátní	A
přepravy	N
.	Z

ČR	N
přistoupila	V
k	R
této	P
dohodě	N
již	D
v	R
roce	N
1987	C
,	Z
ovšem	J
pouze	D
v	R
oblasti	N
přepravy	N
mezinárodní	A
.	Z

Alžírští	A
extremisté	N
vyhrožují	V
Maroku	N

Alžír	N
-	Z

Islámští	A
fundamentalisté	N
z	R
Alžírska	N
včera	D
zveřejnili	V
výhrůžku	N
na	R
adresu	N
Maroka	N
,	Z
že	J
sáhnou	V
k	R
násilí	N
,	Z
budou	V
-	Z
li	T
Alžířané	N
v	R
Marockém	A
království	N
vystaveni	V
špatnému	A
zacházení	N
.	Z

Výhrůžku	N
vydala	V
Islámská	A
fronta	N
spásy	N
(	Z
FIS	N
)	Z
,	Z
jejíž	P
zákaz	N
po	R
volbách	N
v	R
roce	N
1992	C
vyvolal	V
v	R
Alžírsku	N
katastrofální	A
vlnu	N
násilí	N
a	J
teroru	N
.	Z

Maroko	N
včera	D
poněkud	D
zmírnilo	V
svou	P
vízovou	A
politiku	N
vůči	R
Alžířanům	N
,	Z
když	J
v	R
několika	C
marockých	A
městech	N
zazněly	V
hrozby	N
pumových	A
atentátů	N
.	Z

Sud	N
piva	N
za	R
Everest	N

Teplice	N
nad	R
Metují	N
(	Z
tom	N
)	Z
-	Z

Hlavní	A
cenu	N
na	R
11	C
.	Z
ročníku	N
mezinárodního	A
Festivalu	N
horolezeckých	A
filmů	N
získal	V
podle	R
očekávání	N
australský	A
snímek	N
Everest	N
-	Z
Od	R
moře	N
na	R
vrchol	N
.	Z

Putování	N
horolezce	N
Tima	N
Mac	N
Cartneyho	N
od	R
mořské	A
hladiny	N
až	T
na	R
nejvyšší	A
vrchol	N
světa	N
zaujalo	V
jak	D
nápadem	N
,	Z
tak	D
filmovým	A
zpracováním	N
.	Z

Tento	P
snímek	N
získal	V
kromě	R
stylizované	A
keramické	A
jabloně	N
i	J
cenu	N
diváků	N
-	Z
sud	N
piva	N
.	Z

Vzhledem	R
ke	R
vzdálenosti	N
pátého	C
kontinentu	N
byla	V
po	R
slavnostním	A
vyhlášení	N
tato	P
cena	N
zkonzumována	V
návštěvníky	N
.	Z

Po	R
tříleté	A
pauze	N
se	P
obnovená	A
akce	N
v	R
klínu	N
Teplicko	A
-	Z
adršpašských	A
skal	N
konala	V
v	R
lehce	D
pozměněné	A
podobě	N
.	Z

Mečiar	N
chce	V
prý	T
nového	A
ředitele	N
SIS	N

Bratislava	N
-	Z

Na	R
minulém	A
jednání	N
vlády	N
SR	N
měl	V
být	V
schválen	V
návrh	N
na	R
odvolání	N
šéfa	N
slovenské	A
tajné	A
služby	N
SIS	N
Vladimíra	N
Mitra	N
,	Z
s	R
tím	P
,	Z
že	J
na	R
jeho	P
místo	N
navrhl	V
Mečiarův	A
kabinet	N
jmenovat	V
Ivana	N
Lexu	N
.	Z

Vyplývá	V
to	P
z	R
dobře	D
informovaných	A
zdrojů	N
LN	N
,	Z
které	P
si	P
nepřály	V
být	V
jmenovány	V
.	Z

Kancelář	N
prezidenta	N
oficiálně	D
návrh	N
na	R
Lexovo	A
jmenování	N
zatím	D
neobdržela	V
,	Z
ale	J
i	J
zde	D
o	R
této	P
personální	A
výměně	N
již	D
věděli	V
.	Z

Zlatým	A
profesionálem	N
Leblanc	N

Český	A
cyklista	N
Lom	N
mistrovský	A
závod	N
nedojel	V

Agrigento	N
-	Z

Pro	R
nejcennější	A
medaili	N
si	P
na	R
MS	N
v	R
Agrigentu	N
na	R
Sicílii	N
dojel	V
v	R
silničním	A
cyklistickém	A
závodě	N
profesionálů	N
osmadvacetiletý	A
Francouz	N
Luc	N
Leblanc	N
,	Z
který	P
v	R
závěrečném	A
stoupání	N
ukázal	V
domácím	A
závodníkům	N
záda	N
.	Z

Na	R
stříbrný	A
stupeň	N
vystoupil	V
Ital	N
Claudio	N
Chiappucci	N
a	J
bronz	N
putuje	V
zásluhou	N
Richarda	N
Virenqueho	N
rovněž	D
do	R
Francie	N
.	Z

Jediný	A
český	A
zástupce	N
Luboš	N
Lom	N
vzdal	V
ve	R
13	C
.	Z
kole	N
z	R
19	C
(	Z
251.75	C
km	N
)	Z
.	Z

Dvě	C
stě	N
tisíc	N
příznivců	N
si	P
nepřipouštělo	V
jinou	A
možnost	N
než	J
vítězství	N
Chippucciho	N
,	Z
Pantaniho	N
,	Z
Furlana	N
či	J
někoho	P
dalšího	A
z	R
dvanáctky	N
squadry	N
azzury	N
.	Z

Nezletilí	A
stříleli	V
po	R
lidech	N

Choceň	N
(	Z
jop	N
)	Z
-	Z

Jak	J
včera	D
oznámila	V
ústeckoorlická	A
policie	N
,	Z
stříleli	V
o	R
posledních	A
dvou	C
prázdninových	A
dnech	N
dva	C
čtrnáctiletí	A
chlapci	N
ze	R
vzduchovky	N
namísto	R
do	R
terčů	N
po	R
lidech	N
.	Z

Stříleli	V
po	R
cyklistech	N
,	Z
z	R
nichž	P
dva	C
zasáhli	V
.	Z

Ti	P
ošetření	N
nepotřebovali	V
.	Z

Hůře	D
bylo	V
druhý	C
den	N
.	Z

To	P
si	P
jeden	C
ze	R
střelců	N
počínal	V
tak	D
